Age,Age (group),Department,Disability Status,Education-1,Ethnicity,Gender Updated,Info,Job Satisfaction,Job Satisfaction ,Years At Company (group),Years At Company (group) (copy),Employee Count,Monthly Income,Training Times Last Year,Years At Company
43,41-55,Research & Development,Not Disabled,Senior - Proffessional,Hispanic or Latino,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Medium,Medium,0-5 Years,0-5,1,4765,2,1
20,16-25,Sales,Not Declared,Senior - Proffessional,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,0-5 Years,0-5,1,2044,3,2
21,16-25,Research & Development,Not Disabled,Mid-Level,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,Very High,0-5 Years,0-5,1,2693,3,1
36,26-40,Research & Development,Not Disabled,Mid-Level,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,Very High,16-20 Years,16-20,1,6586,2,16
47,41-55,Sales,Not Declared,Manager,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,Very High,0-5 Years,0-5,1,3294,3,3
22,16-25,Research & Development,Not Disabled,Mid-Level,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,0-5 Years,0-5,1,4171,3,3
41,41-55,Research & Development,Prefer not to say,Manager,Hispanic or Latino,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,Very High,6-10 Years,06-Oct,1,2778,1,7
28,26-40,Research & Development,Not Disabled,Senior - Proffessional,All Other Races,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,0-5 Years,0-5,1,2377,2,2
39,26-40,Research & Development,Not Disabled,Senior - Proffessional,Black or African American,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Low,Low,0-5 Years,0-5,1,2404,2,2
27,26-40,Research & Development,Not Disabled,Senior - Proffessional,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,0-5 Years,0-5,1,2318,2,1
34,26-40,Research & Development,Not Disabled,Senior - Proffessional,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Medium,Medium,0-5 Years,0-5,1,2008,3,1
42,41-55,Sales,Not Declared,Associate,Black or African American,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,0-5 Years,0-5,1,6244,6,5
33,26-40,Research & Development,Not Declared,Manager,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Low,Low,0-5 Years,0-5,1,2799,1,3
58,55+,Research & Development,Not Declared,Senior - Proffessional,Black or African American,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Medium,Medium,6-10 Years,06-Oct,1,10552,3,6
31,26-40,Sales,Not Declared,Manager,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,6-10 Years,06-Oct,1,2329,2,7
35,26-40,Research & Development,Not Disabled,Mid-Level,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,Very High,6-10 Years,06-Oct,1,4014,2,10
49,41-55,Research & Development,Not Disabled,Associate,Hispanic or Latino,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Medium,Medium,21+ Years,21+,1,7403,3,26
48,41-55,Research & Development,Not Disabled,Manager,Hispanic or Latino,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,0-5 Years,0-5,1,2259,2,0
31,26-40,Sales,Not Disabled,Associate,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,6-10 Years,06-Oct,1,6932,2,9
36,26-40,Research & Development,Not Disabled,Manager,Black or African American,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,Very High,6-10 Years,06-Oct,1,4678,6,6
38,26-40,Research & Development,Not Disabled,Senior - Proffessional,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Low,Low,11-15 Years,Nov-15,1,13582,3,15
32,26-40,Research & Development,Not Declared,Senior - Proffessional,Asian,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Medium,Medium,0-5 Years,0-5,1,2332,3,3
25,16-25,Sales,Not Declared,Associate,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Medium,Medium,0-5 Years,0-5,1,2413,2,1
40,26-40,Sales,Not Declared,Manager,Black or African American,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Medium,Medium,0-5 Years,0-5,1,9705,2,1
26,26-40,Sales,Not Declared,Senior - Proffessional,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Low,Low,6-10 Years,06-Oct,1,4294,2,7
41,41-55,Research & Development,Not Disabled,Senior - Proffessional,Black or African American,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Low,Low,16-20 Years,16-20,1,4721,3,18
36,26-40,Research & Development,Not Disabled,Manager,Hispanic or Latino,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,11-15 Years,Nov-15,1,2519,6,11
19,16-25,Sales,Not Declared,Senior - Proffessional,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Medium,Medium,0-5 Years,0-5,1,2121,3,1
20,16-25,Research & Development,Not Disabled,Senior - Proffessional,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Low,Low,0-5 Years,0-5,1,2973,2,1
31,26-40,Research & Development,Not Disabled,Senior - Proffessional,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,Very High,6-10 Years,06-Oct,1,5855,2,9
40,26-40,Research & Development,Not Disabled,Manager,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Medium,Medium,0-5 Years,0-5,1,3617,2,1
32,26-40,Research & Development,Not Disabled,Manager,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Low,Low,6-10 Years,06-Oct,1,6725,2,8
36,26-40,Sales,Not Declared,Mid-Level,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,Very High,16-20 Years,16-20,1,10325,6,16
33,26-40,Research & Development,Not Declared,Senior - Proffessional,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,Very High,0-5 Years,0-5,1,6949,3,5
37,26-40,Sales,Not Declared,Manager,All Other Races,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,11-15 Years,Nov-15,1,10609,2,14
45,41-55,Research & Development,Not Disabled,Associate,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Medium,Medium,6-10 Years,06-Oct,1,4447,5,9
29,26-40,Sales,Not Disabled,Senior - Proffessional,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,Very High,0-5 Years,0-5,1,2157,5,3
35,26-40,Sales,Not Disabled,Senior - Proffessional,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,0-5 Years,0-5,1,4601,3,5
52,41-55,Research & Development,Not Disabled,Associate,Black or African American,Prefer not to say,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,Very High,6-10 Years,06-Oct,1,17099,2,9
