uid,datetime,latitude,longitude,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5,MOTORIST INJURED,MOTORIST KILLED,PEDESTRIANS KILLED,CYCLIST KILLED,CYCLIST INJURED,PEDESTRIANS INJURED,Total Victim,Injured,Killed
4024,11/24/2018 7:36,-1.262993044,36.82500976,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
4025,11/24/2018 8:05,-1.364508879,36.91129477,Other Vehicular,Unspecified,Unspecified,Unspecified,Unspecified,FB,BU,BICYCLE,BICYCLE,BICYCLE,1,0,0,0,0,0,1,1,0
4026,11/24/2018 13:37,-1.300013461,36.78780269,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
4027,11/24/2018 14:49,-1.024397912,37.067017,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
4028,11/24/2018 17:52,-1.171050011,36.8278067,Reaction to Uninvolved Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
4029,11/24/2018 20:55,-1.294046111,36.88848789,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Bus,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
4030,11/25/2018 0:06,-1.327656011,36.691223,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
4031,11/25/2018 1:29,-1.323770853,36.84483024,Other Vehicular,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,1,0,0,0,0,0,1,1,0
4032,11/25/2018 7:39,-1.461073585,36.96393181,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
4033,11/25/2018 10:59,-1.328340762,36.88115991,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,1,0,0,0,0,0,1,1,0
4034,11/25/2018 11:05,-1.322131043,36.70748223,Physical Disability,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
4035,11/25/2018 18:23,-1.267441435,36.8355184,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Sedan,1,0,0,0,0,0,1,1,0
4036,11/25/2018 19:21,-1.267441435,36.8355184,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,PICK-UP TRUCK,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
4037,11/25/2018 20:24,-1.267441435,36.8355184,Failure to Yield Right-of-Way,Unsafe Speed,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,1,0,0,0,0,0,1,1,0
4038,11/25/2018 20:56,-1.181439011,36.938036,Aggressive Driving/Road Rage,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,0,1,0,0,0,0,1,0,1
4039,11/25/2018 22:51,-1.325599927,36.79449153,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,1,0,0,0,0,0,1,1,0
4040,11/26/2018 11:43,-1.118024641,37.0098692,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
4041,11/26/2018 11:54,-1.057695811,37.0325732,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Sedan,1,0,0,0,0,0,1,1,0
4042,11/26/2018 15:38,-1.225756111,36.8849726,Failure to Yield Right-of-Way,Unsafe Speed,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,1,0,0,0,0,0,1,1,0
4043,11/27/2018 6:36,-1.255901411,36.69550016,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,OTHER,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
4044,11/27/2018 6:40,-1.255901411,36.69550016,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,1,0,0,0,0,0,1,1,0
4045,11/27/2018 8:01,-1.32603001,36.897443,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Sedan,1,0,0,0,0,0,1,1,0
4046,11/27/2018 9:21,-1.37323365,36.91839611,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,1,0,0,0,0,0,1,1,0
4047,11/27/2018 12:10,-1.259366931,36.84312276,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
4048,11/27/2018 12:13,-1.280753711,36.7692392,Brakes Defective,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,1,0,0,0,0,0,1,1,0
4049,11/27/2018 12:14,-1.259975199,36.84341754,Driver Inattention/Distraction,Following Too Closely,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Sedan,1,0,0,0,0,0,1,1,0
4050,11/27/2018 15:13,-1.329936711,36.87100697,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Sedan,1,0,0,0,0,0,1,1,0
4051,11/28/2018 6:45,-1.250025371,36.82112292,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,1,0,0,0,0,0,1,1,0
4052,11/28/2018 7:55,-1.262618084,36.7185235,Failure to Yield Right-of-Way,Passing or Lane Usage Improper,Passing or Lane Usage Improper,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
4053,11/28/2018 11:21,-1.322828084,36.80263887,Aggressive Driving/Road Rage,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
4054,11/28/2018 20:50,-1.293250619,36.78611415,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,Taxi,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
4055,11/28/2018 20:53,-1.292555011,36.7848933,Alcohol Involvement,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,PASSENGER VEHICLE,PASSENGER VEHICLE,Pick-up Truck,PASSENGER VEHICLE,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
4056,11/29/2018 16:53,-1.364663118,36.91164206,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
4057,11/29/2018 17:57,-1.203744331,36.91752748,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,1,0,0,0,0,0,1,1,0
4058,11/29/2018 18:10,-1.271173544,36.80726379,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Sedan,1,0,0,0,0,0,1,1,0
4059,11/29/2018 19:20,-1.364663118,36.91164206,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
4060,11/29/2018 19:23,-1.364663118,36.91164206,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
4061,11/29/2018 19:24,-1.364663118,36.91164206,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
4062,11/29/2018 19:26,-1.364663118,36.91164206,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,BICYCLE,1,0,0,0,0,0,1,1,0
4063,11/29/2018 19:53,-1.36413761,36.9121154,Other Vehicular,Unspecified,Unspecified,Unspecified,Unspecified,Ambulance,Bus,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,1,0,0,0,0,0,1,1,0
4064,11/29/2018 20:32,-0.981898012,36.585709,Reaction to Uninvolved Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
4065,11/29/2018 22:51,-1.192815011,36.747435,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,1,0,0,0,0,0,1,1,0
4066,11/30/2018 5:47,-1.364508879,36.91129477,Brakes Defective,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,1,0,0,0,0,0,1,1,0
4067,11/30/2018 5:51,-1.36413761,36.9121154,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Pick-up Truck,Sedan,Sedan,1,0,0,0,0,0,1,1,0
4068,11/30/2018 5:52,-1.36413761,36.9121154,Traffic Control Device Improper/Non-Working,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
4069,11/30/2018 6:44,-1.32476451,36.8998575,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,BICYCLE,BICYCLE,BICYCLE,BICYCLE,1,0,0,0,0,0,1,1,0
4070,11/30/2018 7:00,-1.286020527,36.81833845,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Sedan,1,0,0,0,0,0,1,1,0
4071,11/30/2018 7:02,-1.286020527,36.81833845,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,OTHER,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
4072,11/30/2018 7:42,-1.285947933,36.81919799,Fatigued/Drowsy,Unspecified,Unspecified,Unspecified,Unspecified,LIVERY VEHICLE,Taxi,Taxi,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
4073,11/30/2018 8:14,-0.950058912,36.600688,Failure to Yield Right-of-Way,Unsafe Speed,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,1,0,0,0,0,0,1,1,0
4074,11/30/2018 9:18,-1.285082284,36.82086028,Prescription Medication,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
4075,11/30/2018 10:02,-0.983374612,36.6323335,Brakes Defective,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Box Truck,Box Truck,Sedan,Sedan,1,0,0,0,0,0,1,1,0
4076,11/30/2018 11:12,-0.950058912,36.600688,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Sedan,1,0,0,0,0,0,1,1,0
4077,11/30/2018 12:22,-1.291401011,36.7739971,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
4078,11/30/2018 14:12,-1.292333314,36.81294451,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,1,0,0,0,0,0,1,1,0
4079,11/30/2018 16:24,-1.43882911,36.6788408,Fatigued/Drowsy,Unspecified,Unspecified,Unspecified,Unspecified,LIVERY VEHICLE,Taxi,Taxi,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
4080,11/30/2018 17:13,-1.328156511,36.870764,Alcohol Involvement,Backing Unsafely,Backing Unsafely,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
4081,11/30/2018 18:54,-1.32440511,36.8967462,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
4082,11/30/2018 19:33,-1.050380011,37.057783,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
4083,11/30/2018 21:42,-1.230255472,36.84133096,Other Vehicular,Unspecified,Unspecified,Unspecified,Unspecified,FB,BU,BICYCLE,BICYCLE,BICYCLE,1,0,0,0,0,0,1,1,0
4084,12/1/2018 0:26,-1.284172955,36.82265138,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Sedan,1,0,0,0,0,0,1,1,0
4085,12/1/2018 1:20,-1.096068811,37.0141346,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,PICK-UP TRUCK,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
4086,12/1/2018 3:48,-1.096068811,37.0141346,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,1,0,0,0,0,0,1,1,0
4087,12/1/2018 6:46,-1.328610111,36.7892529,Unsafe Speed,Alcohol Involvement,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
4088,12/1/2018 9:26,-1.260329272,36.77084897,Brakes Defective,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,1,0,0,0,0,0,1,1,0
4089,12/1/2018 9:26,-1.260329272,36.77084897,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
4090,12/1/2018 11:23,-1.267441435,36.8355184,Driver Inexperience,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,1,0,0,0,0,0,1,1,0
4091,12/1/2018 14:00,-1.203744331,36.91752748,Illnes,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
4092,12/1/2018 14:18,-1.327616011,36.691178,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
4093,12/1/2018 15:14,-1.297659056,36.80495059,Failure to Yield Right-of-Way,Passing or Lane Usage Improper,Passing or Lane Usage Improper,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
4094,12/1/2018 20:25,-1.283663865,36.82260816,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,1,0,0,0,0,0,1,1,0
4095,12/1/2018 23:17,-1.364663118,36.91164206,Alcohol Involvement,Backing Unsafely,Backing Unsafely,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
4096,12/1/2018 23:19,-1.364663118,36.91164206,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
4097,12/2/2018 2:46,-1.183528111,36.9023117,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,Taxi,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,0,0,0,0,0,1,1,1,0
4098,12/2/2018 2:46,-1.183528111,36.9023117,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,TAXI,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
4099,12/2/2018 2:47,-1.183528111,36.9023117,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
4100,12/2/2018 8:30,-1.278731011,36.872485,Illnes,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
4101,12/2/2018 19:52,-1.294823311,36.7475694,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,1,0,0,0,0,0,1,1,0
4102,12/2/2018 20:13,-1.395628376,36.94102487,Prescription Medication,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
4103,12/2/2018 23:03,-1.271949011,36.8065129,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
4104,12/3/2018 6:08,-1.244701557,36.86680349,Outside Car Distraction,Unspecified,Unspecified,Unspecified,Unspecified,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
4105,12/3/2018 6:11,-1.256401511,36.855262,Backing Unsafely,Other Electronic Device,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,OTHER,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
4106,12/3/2018 6:36,-1.264629608,36.80196698,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Sedan,1,0,0,0,0,0,1,1,0
4107,12/3/2018 6:40,-1.255774061,36.87876418,Traffic Control Device Improper/Non-Working,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
4108,12/3/2018 6:48,-1.252217011,36.8593964,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
4109,12/3/2018 10:24,-1.281946511,36.8219074,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,0,1,0,0,0,0,1,0,1
4110,12/3/2018 12:08,-1.262618084,36.7185235,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Refrigerated Van,Sedan,0,0,0,0,1,0,1,1,0
4111,12/3/2018 15:37,-1.286563611,36.825555,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
4112,12/3/2018 19:13,-1.247910554,36.81628055,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
4113,12/4/2018 5:33,-1.259080011,36.77803,Failure to Yield Right-of-Way,Unsafe Speed,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,1,0,0,0,0,0,1,1,0
4114,12/4/2018 6:07,-1.216701111,36.89516381,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
4115,12/4/2018 6:56,-1.225723513,36.88494852,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
4116,12/4/2018 9:21,-1.29678099,36.86359628,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,Taxi,1,0,0,0,0,0,1,1,0
4117,12/4/2018 10:21,-1.296095758,36.88536544,Fatigued/Drowsy,Unspecified,Unspecified,Unspecified,Unspecified,LIVERY VEHICLE,Taxi,Taxi,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
4118,12/4/2018 10:36,-1.264331136,36.74698435,Backing Unsafely,Unspecified,Unspecified,Unspecified,Unspecified,PICK-UP TRUCK,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
4119,12/4/2018 11:11,-1.263860011,36.7578,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,1,0,0,0,0,0,1,1,0
